자치구,분류,시설명,주소,위도,경도,전화번호,종목,홈페이지,강습여부,실내/실외
도봉구,축구장,초안산 창골인조잔디구장,도봉구 해등로3길 48-11,37.6474261,127.0414291,907-0099,축구,-,무,실외
도봉구,농구장,창동산 농구장,도봉구 창동 산137-52,37.6441026,127.0413585,-,농구,-,무,실외
도봉구,농구장,쌍문근린공원,도봉구 쌍문동 산 80-1,37.6541919,127.0290879,2289-8597,농구,-,무,실외
도봉구,풋살장,초안산 풋살경기장,도봉구 해등로3길 48-11,37.6474261,127.0414291,2289-8578,풋살,-,무,실외
도봉구,배드민턴장,다락원체육공원,도봉구 창포원로 45,37.6893266,127.0480981,901-5190,배드민턴,http://yeyak.dobongsiseol.or.kr/rent/application/index/2018/08/05/1/DOBONG05,유,실외
도봉구,테니스장,다락원체육공원,도봉구 창포원로 45,37.6893266,127.0480981,901-5190,테니스 (실내3면 실외5면),http://yeyak.dobongsiseol.or.kr/rent/application/index/2018/08/05/1/DOBONG05,유,실외
도봉구,축구장,다락원체육공원,도봉구 창포원로 45,37.6893266,127.0480981,901-5190,축구,http://yeyak.dobongsiseol.or.kr/rent/application/index/2018/08/05/1/DOBONG05,유,실외
도봉구,게이트볼장,도봉게이트볼장,도봉구 도봉2동 84-3,37.6814902,127.0504324,2289-8578,게이트볼,-,무,실외
도봉구,체육관,대우스포츠센터,도봉구 덕릉로63가길 61,37.6423565,127.0375024,904-9633,수영 스피닝 요가,https://daewoosports.modoo.at/,유,실내
노원구,체육관,월계문화체육센터,노원구 월계로 298,37.6285057,127.0567724,2289-6870,수영 헬스 배드민턴 탁구 농구 축구 인라인스케이트 요가 필라테스 야구 ,http://gongdan.nowon.kr/culturebusiness/wolgae/info.html,유,실내
노원구,체육관,노원구민체육센터,노원구 노원로22길 1,37.6481175,127.0706261,2289-6800,수영 헬스 배드민턴 탁구 농구 축구 인라인스케이트 야구 검도 요가 필라테스,http://gongdan.nowon.kr/culturebusiness/nowon/info.html,유,실내
노원구,축구장,마들스타디움 축구장,노원구 덕릉로 450,37.6438715,127.0585375,2289-6855,축구,http://gongdan.nowon.kr/,무,실외
노원구,테니스장,마들스타디움 테니스장,노원구 덕릉로 450,37.6438715,127.0585375,2289-6854,테니스,http://gongdan.nowon.kr/,유,실외
노원구,배드민턴장,불암산배드민턴장,노원구 중계로 36,37.6391199,127.0840075,2289-6856,배드민턴,http://gongdan.nowon.kr/,유,실내
노원구,론볼장,불암산론볼장,노원구 중계로 36,37.6391199,127.0840075,2289-6854,론볼,http://gongdan.nowon.kr/,무,실외
노원구,축구장,불암산축구장,노원구 중계로 36,37.6391199,127.0840075,2289-6854,축구,http://gongdan.nowon.kr/,무,실외
노원구,야구장,불암산야구장,노원구 중계로 36,37.6391199,127.0840075,2289-6854,야구,http://gongdan.nowon.kr/,무,실외
노원구,테니스장,불암산테니스장,노원구 중계로 36,37.6391199,127.0840075,2289-6854,테니스,http://gongdan.nowon.kr/,무,실외
노원구,풋살장,불암산풋살장,노원구 중계로 36,37.6391199,127.0840075,2289-6854,풋살,http://gongdan.nowon.kr/,무,실외
노원구,족구장,불암산족구장,노원구 중계로 36,37.6391199,127.0840075,2289-6854,족구,http://gongdan.nowon.kr/,무,실외
노원구,배드민턴장,월계배드민턴장,노원구 마들로 5가길 113,37.6383233,127.0519475,2289-6863,배드민턴,http://gongdan.nowon.kr/,유,실내
노원구,축구장,초안산축구장,노원구 마들로 5가길 113,37.6383233,127.0519475,2289-6855,축구,http://gongdan.nowon.kr/,무,실외
노원구,테니스장,초안산테니스장,노원구 마들로 5가길 113,37.6383233,127.0519475,2289-6854,테니스,http://gongdan.nowon.kr/,무,실외
노원구,풋살장,초안산풋살장,노원구 마들로 5가길 113,37.6383233,127.0519475,2289-6854,풋살,http://gongdan.nowon.kr/,무,실외
노원구,배드민턴장,당고개배드민턴장,노원구 상계로 273,37.6645066,127.0737934,2289-6864,배드민턴,http://gongdan.nowon.kr/,유,실내
노원구,풋살장,당고개풋살장,노원구 상계34동 산 158-1,37.6758576,127.0883127,2289-6854,풋살,http://gongdan.nowon.kr/,무,실외
노원구,골프연습장,중랑천파크골프장,노원구 월계동 230-10 ,37.6372286,127.058363,2116-4168,골프,http://www.nowon.kr/,무,실외
노원구,야구장,육사야구장,노원구 공릉동 25-5외 3필지,37.629688,127.0979415,2289-6854,야구,http://gongdan.nowon.kr/,무,실외
노원구,간이운동장,공릉동다목적구장,노원구 화랑로 51길 17,37.6234019,127.0884994,2289-6854,풋살,http://gongdan.nowon.kr/,무,실외
노원구,수영장,중랑천워터파크,노원구 상계동 770-6,37.6444435,127.056264,2289-6854,수영,http://gongdan.nowon.kr/,무,실외
노원구,축구장,노해근린공원 축구장,노원구 중계1동 360-18,37.6481175,127.0706261,2116-3942,축구,http://www.nowon.kr/new/green/green.jsp?mid=540130,무,실외
노원구,사격장,공릉중학교내사격장,노원구 노원로1길 42,37.6222083,127.0837653,971-5212 ,사격,http://kongrung.ms.kr/,무,실내
노원구,빙상장,광운대학교,노원구 광운로 20,37.6194277,127.05982,909-3114,빙상장,http://icerink.kw.ac.kr/,유,실내
노원구,체육관,동천재활체육센터,노원구 노원로18길 41 ,37.644436,127.0733938,949-9114,헬스 실내빙상장,http://www.dcsports.co.kr/,유,실내
은평구,체육관,은평다목적체육관,은평구 진관1로 52,37.6335071,126.9260151,350-5325,배드민턴 농구 배구 탁구,http://www.efmc.or.kr/public_html/sports/,유,실내
은평구,체육관,은평구민체육센터,은평구 진관1로 40 ,37.6304386,126.9236287,350-5333,댄스 태권도,http://www.efmc.or.kr/public_html/sports/,유,실내
은평구,축구장,은평구립축구장,은평구 진관1로 46 ,37.6305699,126.9246861,350-5333,축구,http://www.efmc.or.kr/public_html/sports/,유,실외
은평구,수영장,은평구민체육센터,은평구 진관1로 40 ,37.6304386,126.9236287,350-5333,수영,http://www.efmc.or.kr/public_html/sports/,유,실내
은평구,골프연습장,은평구민체육센터,은평구 진관1로 40 ,37.6304386,126.9236287,350-5333,골프,http://www.efmc.or.kr/public_html/sports/,유,실내
은평구,테니스장,은평구민체육센터,은평구 진관1로 40 ,37.6304386,126.9236287,350-5333,테니스,http://www.efmc.or.kr/public_html/sports/,유,실외
은평구,배드민턴장,백련실내배드민턴장,은평구 백련산로 4길 26,37.5957943,126.9247225,350-5333,배트민턴,http://www.efmc.or.kr/public_html/sports/,무,실내
은평구,축구장,은평구생활체육광장,은평구 증산로5길 35-27,37.5843135,126.9032884,351-6554,축구,https://cult.ep.go.kr/CmsWeb/viewPage.req?idx=PG0000003348,무,실외
은평구,농구장,은평구생활체육광장,은평구 증산로5길 35-27,37.5843135,126.9032884,351-8007,농구,https://cult.ep.go.kr/CmsWeb/viewPage.req?idx=PG0000003349,무,실외
은평구,족구장,은평구생활체육광장,은평구 증산로5길 35-27,37.5843135,126.9032884,351-8007,족구,https://cult.ep.go.kr/CmsWeb/viewPage.req?idx=PG0000003350,무,실외
은평구,배구장,은평구생활체육광장,은평구 증산로5길 35-27,37.5843135,126.9032884,351-8007,배구,https://cult.ep.go.kr/CmsWeb/viewPage.req?idx=PG0000003351,무,실외
은평구,풋살장,증산풋살구장,은평구 증산로5길 35-27,37.5843135,126.9032884,351-6554,풋살,https://cult.ep.go.kr/CmsWeb/viewPage.req?idx=PG0000003352,무,실외
은평구,풋살장,진관풋살구장,은평구 진관동 246-20,37.629995,126.9165091,351-6554,풋살,https://cult.ep.go.kr/CmsWeb/viewPage.req?idx=PG0000003353,무,실외
은평구,테니스장,장미동산테니스장,은평구 진흥로 290,37.6065933,126.9391849,351-8007,테니스,https://cult.ep.go.kr/CmsWeb/viewPage.req?idx=PG0000003354,무,실외
은평구,게이트볼장,장미동산게이트볼장,은평구 진흥로 290,37.6065933,126.9391849,351-8004,게이트볼,https://cult.ep.go.kr/CmsWeb/viewPage.req?idx=PG0000003355,무,실외
은평구,게이트볼장,신사근린공원 게이트볼장,은평구 신사2동 산80-4 ,37.5918604,126.909889,351-8007,게이트볼,https://cult.ep.go.kr/CmsWeb/viewPage.req?idx=PG0000003356,무,실외
은평구,게이트볼장,기자촌근린공원 게이트볼장,은평구 진관동 175-104,37.6324813,126.9368536,351-8007,게이트볼,https://cult.ep.go.kr/CmsWeb/viewPage.req?idx=PG0000003357,무,실외
노원구,골프연습장,공릉동근린공원,노원구 공릉동 63-1,37.6207689,127.087187,,골프,http://gongdan.nowon.kr/,무,실외
은평구,게이트볼장,진관게이트볼장,은평구 진관동 16-20 ,37.6444095,126.9308276,351-8007,게이트볼,https://cult.ep.go.kr/CmsWeb/viewPage.req?idx=PG0000003358,무,실외
서대문구,체육관,서대문문화체육회관,서대문구 백련사길 39,37.581584,126.931969,330-1130,수영 골프 배드민턴 축구 에어로빅 요가 줌바댄스 헬스 단전호흡 순환운동,http://www.sscmc.or.kr/,유,실내
서대문구,체육관,궁동산체육관,서대문구 연희로11마길 86-47,37.5714502,126.9253081,330-1130,배드민턴,http://www.sscmc.or.kr/,유,실내
서대문구,축구장,서대문구립 인조잔디구장,서대문구 백련사길 39,37.580081,126.930585,330-1130,축구,http://www.sscmc.or.kr/,무,실외
서대문구,축구장,서대문돌산 인조잔디구장,서대문구 홍은1동 10-305,37.602831,126.945937,376-3155,축구,http://academy.fcseoul.com/,무,실외
서대문구,농구장,홍제농구장,서대문구 홍제동 280-9,37.5949801,126.949274,330-1130,농구,-,무,실외
서대문구,배드민턴장,금화배드민턴장,서대문구 봉원동 산3-8,37.5699572,126.9473163,330-1129,배드민턴,-,무,실내
서대문구,배드민턴장,홍제배드민턴장,서대문구 홍제동 280-9,37.5949801,126.949274,330-1130,배드민턴,-,무,실내
서대문구,테니스장,홍은테니스장,서대문구 홍은1동 산1-551,37.5968766,126.9402809,330-1130,테니스,-,무,실외
서대문구,테니스장,현저테니스장,서대문구 현저동 101-313,37.5735117,126.95227,330-1130,테니스,-,무,실외
서대문구,테니스장,가좌테니스장,서대문구 홍은2동 산26-170,37.5825535,126.9295629,330-1130,테니스,-,무,실외
서대문구,게이트볼장,궁동게이트볼장,서대문구 연희동 196-8,37.5739585,126.9308531,330-1130,게이트볼,-,무,실외
서대문구,게이트볼장,홍제게이트볼장,서대문구 홍제3동 278-14,37.5946801,126.9477665,330-1130,게이트볼,-,무,실외
서대문구,체육관,북성스포츠센터,서대문구 북아현로5나길 84,37.559433,126.951959,363-9633,수영 골프,http://www.wbc4u.com/html/center/centerView.html?SPT_SISUL_TYPE=ALL&SSB_CD=SBAT17060017,유,실내
마포구,체육관,염리생활체육관,마포구 염리동 174-3,37.5419184,126.94518,3272-9401,배드민턴 탁구 농구 리듬체조 축구 풋살 요가 필라테스 에어로빅,http://mapogym.or.kr/,유,실내
마포구,체육관,성미산체육관,마포구 성산동 산12-1,37.562633,126.911946,324-9877,배드민턴 요가 필라테스 발레,http://mapogym.or.kr/,유,실내
마포구,체육관,마포구민체육센터,마포구 망원동 450-3,37.556726,126.897139,324-7800,배드민턴 탁구 농구  볼링 헬스 요가 필라테스 댄스 발레 리듬체조 풋살 ,http://www.maposc.or.kr/,유,실내
마포구,체육관,마포주민편익시설,마포구 월드컵로 25길 190,37.557815,126.9041813,374-0400,골프 헬스,http://www.mfmc.or.kr,유,실내
마포구,축구장,난지천인조잔디축구장,서울 마포구 성산동 390-1,37.5642503,126.8975812,3153-9874,축구,yeyak.seoul.go.kr ,무,실외
마포구,배드민턴장,와우산 배드민턴장,와우산로 30길 81,37.551405,126.928655,3153-8131,배드민턴,www.mfmc.or.kr,무,실내
마포구,축구장,마포 난지천 인조잔디 축구장,마포구 상암동 1538,37.5714779,126.8875503,3153-9874,축구,https://yeyak.seoul.go.kr/,무,실외
마포구,배드민턴장,망원동 배드민턴장,동교로1길 73,37.5535839,126.8997121,3153-8131,배드민턴,www.mfmc.or.kr,무,실내
마포구,농구장,망원유수지체육공원,마포구 월드컵로25길 190,37.557815,126.9041813,3153-9874,농구,https://www.mapo.go.kr/,무,실외
마포구,축구장,망원유수지체육공원,마포구 월드컵로25길 190,37.557815,126.9041813,3153-9874,축구,https://www.mapo.go.kr/,무,실외
마포구,풋살장,망원유수지체육공원,마포구 월드컵로25길 190,37.557815,126.9041813,337-7319,풋살,https://www.mapo.go.kr/,무,실외
마포구,축구장,서울월드컵경기장,마포구 월드컵로 240,37.5677584,126.8981147,2128-2002,축구,http://www.sisul.or.kr/open_content/worldcup,무,실외
마포구,풋살장,서울월드컵경기장 풋살구장,마포구 성산동 산 53-28,37.5725413,126.8985231,2128-2973,풋살,http://www.sisul.or.kr/open_content/worldcup,무,실외
마포구,농구장,월드컵공원다목적구장,마포구 상암동 1538,37.5714779,126.8875503,300-5576,농구,https://yeyak.seoul.go.kr/,무,실외
마포구,야구장,망원 어린이 야구장,마포구 마포나루길 407,37.5546098,126.8957099,333-4125,야구,https://korean.visitseoul.net/attractions/,무,실외
마포구,야구장,난지야구장,마포구 하늘공원로 108-1,37.5682586,126.8755733,3780-0808,야구,https://yeyak.seoul.go.kr/,무,실외
마포구,게이트볼장,망원동 게이트볼장,마포구 망원1동 460-5,37.5535839,126.8997121,3153-8126,게이트볼,-,무,실외
마포구,골프연습장,월드컵파크골프장,마포구 하늘공원로 84,37.5674467,126.885455,304-3212,골프,-,무,실외
마포구,산악자전거체험장,난지한강공원 산악자전거체험장,마포구 상암동 482-154,37.5651713,126.8808458,3780-0611,산악자전거,-,무,실외
마포구,축구장,망원한강공원,마포구 망원동 205-5,37.5546098,126.8957099,333-4125,축구,http://hangang.seoul.go.kr/archives/3565,무,실외
마포구,농구장,망원한강공원,마포구 마포나루길 407,37.5546098,126.8957099,3780-0601,농구,https://korean.visitseoul.net/attractions/,무,실외
마포구,수영장,망원한강공원,마포구 망원동 312-6,37.55716,126.892484,322-6302,수영,http://hangang.seoul.go.kr/archives/3565,무,실외
마포구,배구장,망원한강공원,마포구 망원동 205-5,37.5546098,126.8957099,3780-0601,배구,http://hangang.seoul.go.kr/archives/3565,무,실외
마포구,테니스장,망원한강공원,마포구 망원동 205,37.551907,126.899686,3780-0601,테니스,http://hangang.seoul.go.kr/archives/3565,무,실외
마포구,족구장,망원한강공원,마포구 용강동 497-1,37.5411162,126.9376782,3780-0601,족구,http://hangang.seoul.go.kr/archives/3565,무,실외
마포구,농구장,난지한강공원,마포구 한강난지로 162,37.5661241,126.8794664,3780-0611,농구,http://hangang.seoul.go.kr/archives/3565,무,실외
마포구,야구장,난지한강공원,마포구 상암동 하늘공원로 108-1,37.567408,126.875071,3780-0611,야구,http://hangang.seoul.go.kr/archives/3565,무,실외
마포구,족구장,난지한강공원,마포구 한강난지로 162,37.5661241,126.8794664,3780-0611,족구,http://hangang.seoul.go.kr/archives/3565,무,실외
마포구,체육관,창천스포츠센터,마포구 백범로 1길 56,37.5548546,126.9393201,714-9633,수영 헬스,www.ccsports.co.kr ,유,실내
마포구,체육관,한국우진학교,마포구 월드컵북로 38길 21,37.5710794,126.9036093,304-6255,수영 헬스 요가,http://www.woojin.sc.kr/,유,실내
양천구,체육관,양천구민체육센터,양천구 목동동로 87,37.5161786,126.8644212,2652-1792,헬스 수영 탁구 요가 필라테스 농구 배드민턴 인라인 축구 검도,http://www.ycs.or.kr/,유,실내
양천구,체육관,신월문화체육센터,양천구 지양로 47,37.5199255,126.8348562,2605-4093-5,수영 배드민턴 농구 축구 인라인 요가 에어로빅 줌바댄스,http://www.ycs.or.kr/,유,실내
양천구,체육관,목동문화체육센터,양천구 목동중앙본로 73,37.5427705,126.8690841,2062-1862~4,수영 헬스 골프 요가 필라테스,http://www.ycs.or.kr/,유,실내
양천구,체육관,계남다목적체육관,양천구 신정로 273-5,37.5130177,126.850537,2606-9301~2,배드민턴,http://www.ycs.or.kr/,유,실내
양천구,육상경기장,목동종합운동장 주경기장,양천구 안양천로 939,37.5305809,126.8810483,2652-3888,축구,http://stadium.seoul.go.kr/,무,실외
양천구,축구장,목동다목적경기장,양천구 안양천로 939,37.5283271,126.8800082,2649-7143,축구풋살,http://stadium.seoul.go.kr/,무,실외
양천구,다목적운동장,용왕산근린공원 다목적운동장,양천구 목동중앙로 143,37.5436283,126.8779655,2620-3570,축구,-,무,실외
양천구,야구장,목동야구장,양천구 안양천로 939,37.5305809,126.8810483,2640-3808,야구,http://stadium.seoul.go.kr/,무,실외
양천구,배드민턴장,용왕산실내배드민턴장,양천구 용왕정길 목동 202-16,37.5436283,126.8779655,2620-3400,배드민턴,-,무,실내
양천구,야구장,신월야구장,양천구 신월동 149-20 ,37.5303487,126.8267642,2699-6407,야구,stadium.seoul.go.kr ,무,실외
양천구,족구장,오목교족구장,영등포구 양평동 488,37.5249456,126.8805578,2670-3522,족구,https://yeyak.seoul.go.kr/,무,실외
양천구,빙상장,목동종합운동장 목동아이스링크,양천구 안양천로 939,37.5305809,126.8810483,2652-3888,스케이트,http://www.mdicerink.co.kr/,유,실내
양천구,테니스장,목동테니스장,양천구 목동동로 298,37.5286789,126.8785006,2643-0686,테니스,http://www.ycs.or.kr/,유,실외
양천구,족구장,안양천체육생태공원,양천구 신정2동,37.52041,126.879192,860-3114,족구,http://www.guro.go.kr/culture/sports/,무,실외
양천구,인라인스케이트장,안양천체육생태공원,양천구 신정2동,37.52041,126.879192,860-3114,인라인스케이트,http://www.guro.go.kr/culture/sports/,무,실외
양천구,농구장,안양천체육생태공원,양천구 신정2동,37.52041,126.879192,860-3114,농구,http://www.guro.go.kr/culture/sports/,무,실외
양천구,간이운동장,해누리체육공원,양천구 안양천로 711,37.5283271,126.8800082,2652-3453,축구 풋살 족구,http://www.ycs.or.kr/,유,실외
강서구,게이트볼장,서남물재생센터공원,강서구 양천로 201,37.577972,126.820271,3661-1936,게이트볼,-,무,실외
강서구,풋살장,서남물재생센터공원,강서구 양천로 201,37.577124,126.820716,3661-1936,풋살,-,무,실외
강서구,축구장,서남물재생센터공원,강서구 양천로 201,37.5764563,126.813873,3661-1936,축구,http://football.seonam.seoul.kr/,무,실외
강서구,농구장,서남물재생센터공원,강서구 양천로 201,37.57649,126.822494,3661-1936,농구,-,무,실외
강서구,탁구장,서남물재생센터탁구장,강서구 마곡동 202번지,37.5740018,126.8229903,3661-1936,탁구대 5면,-,유,실내
강서구,족구장,양천로족구장,강서구 방화동 54-5,37.5835919,126.8190645,-,족구,-,무,실외
강서구,테니스장,서남물재생센터공원테니스장,강서구 마곡동 202번지,37.574421,126.824228,3660-2254,테니스코트 14면,http://tennis.seonam.seoul.kr/,유,실외
강서구,체육관,가양레포츠센터,강서구 양천로 61길 101,37.5619849,126.863732,6741-0331,농구 탁구 축구장 배드민턴 리듬체조 축구 족구장,http://www.gssi.or.kr/,유,실내
강서구,체육관,강서구민 올림픽체육센터,강서구 화곡로 65길 62,37.5596266,126.8505729,3662-9082,헬스 배드민턴 골프 필라테스 유도 배드민턴 요가 탁구 줌바댄스 수영 농구 검도 에어로빅 인라인,http://www.gssi.or.kr/,유,실내
강서구,체육관,공항동 문화체육센터,강서구 송정로 45,37.5585677,126.8100905,3662-9082,수영,http://www.gssi.or.kr/,유,실내
강서구,체육관,마곡레포츠센터,강서구 양천로 251,37.573161,126.8316806,3662-9082,필라테스 탁구 줌바댄스 요가 유도 헬스 수영 인공암벽,http://www.gssi.or.kr/,유,실내
강서구,족구장,강서한강공원 족구장,강서구 개화동 173-8,37.5879925,126.8143969,3780-0621,족구,-,무,실외
강서구,배드민턴장,마곡실내배드민턴장,강서구 양천로 251,37.573161,126.8316806,2063-3990,배드민턴,-,유,실내
구로구,축구장,안양천체육생태공원,구로구 신도림동,37.5077345,126.8805914,860-3114,측구 2면 [길이 80m 폭 60m],http://www.guro.go.kr/culture/sports/facilities.jsp,유,실외
구로구,축구장,안양천체육생태공원,구로구 신도림동,37.5077345,126.8805914,860-3114,축구 [길이 45m 폭 60m],http://www.guro.go.kr/culture/sports/facilities.jsp,유,실외
구로구,게이트볼장,안양천체육생태공원,구로구 신도림동,37.5077345,126.8805914,860-3114,게이트볼,http://www.guro.go.kr/culture/sports/facilities.jsp,유,실외
구로구,야구장,안양천체육생태공원,구로구 신도림동,37.5077345,126.8805914,860-3114,야구,http://www.guro.go.kr/culture/sports/facilities.jsp,무,실외
구로구,인라인스케이트장,안양천체육생태공원,구로구 신도림동,37.5077345,126.8805914,860-3114,인라인스케이트,http://www.guro.go.kr/culture/sports/facilities.jsp,무,실외
구로구,국궁장,안양천체육생태공원,구로구 신도림동,37.5077345,126.8805914,860-3114,국궁,http://www.guro.go.kr/culture/sports/facilities.jsp,무,실외
구로구,양궁장,안양천체육생태공원,구로구 신도림동,37.5077345,126.8805914,860-3114,양궁,http://www.guro.go.kr/culture/sports/facilities.jsp,유,실외
구로구,체육관,신도림생활체육관,구로구 경인로 67길 149,37.5122164,126.8864678,1899-9912,수영 헬스 골프 탁구,https://www.gurosisul.or.kr/,유,실내
구로구,체육관,개웅산생활체육관,구로구 개봉로3길 108-20,37.485685,126.8505602,3666-0287,헬스,https://www.gurosisul.or.kr/,유,실내
구로구,체육관,구로구민체육센터,구로구 고척로45길 39,37.5059009,126.8531819,2681-9595,수영 에어로빅 필라테스 유도 서킷핏,https://www.gurosisul.or.kr/,유,실내
구로구,체육관,구로5동 구로구민생활체육관,구로구 새말로 18길 31,37.5051911,126.8927669,858-5150,탁구 에어로빅 헬스 요가,-,유,실내
구로구,체육관,구로청소년수련관,구로구 구로동로 141 ,37.4912729,126.8833142,838-1318 ,수영 농구 탁구 방송댄스 요가 필라테스 에어로빅 댄스스포츠,http://www.guro1318.org/,유,실내
구로구,축구장,고척근린공원 운동장,구로구 고척동 산9-14번지,37.505969,126.853168,860-3086,축구,http://www.guro.go.kr/culture/attraction/park/,무,실외
구로구,테니스장,고척근린공원 테니스장,구로구 고척동 산9-14번지,37.505969,126.853168,860-3086,테니스,http://www.guro.go.kr/culture/attraction/park/,유,실외
구로구,테니스장,계남근린공원 테니스장,구로구 고척2동 1-3번지 ,37.5094119,126.8575122,2681-5199,테니스,http://www.guro.go.kr/culture/attraction/park/,유,실내
구로구,테니스장,신도림테니스장,구로구 신도림동 301,37.5127968,126.8820604,1899-9912,테니스,https://www.gurosisul.or.kr/,유,실외
구로구,배드민턴장,구로누리 배드민턴장,구로구 새말로 18길 39,37.5046337,126.8928463,869-9677,배드민턴,https://www.gurosisul.or.kr/,유,실내
구로구,풋살장,고척스카이돔 야외 풋살장,구로구 고척동 63-6,37.4987976,126.8672325,2123-2300,풋살,http://www.sisul.or.kr/open_content/skydome/,무,실외
구로구,야구장,고척스카이돔 야구장,구로구 고척동 63-6,37.4987976,126.8672325,2128-2335,야구,http://www.sisul.or.kr/open_content/skydome/,무,실내
구로구,축구장,고척스카이돔 야외 축구장,구로구 고척동 66-47,37.4958302,126.8674899,2128-2334,축구,http://www.sisul.or.kr/open_content/skydome/,무,실외
